https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CVC,Volume USDT,tradecount
1614988800000,2021-03-06 00:00:00,CVC/USDT,0.38157,0.39147,0.36640,0.39111,11935844,4529745.20831,30328
1614902400000,2021-03-05 00:00:00,CVC/USDT,0.37943,0.38340,0.35664,0.38096,21549220,7975526.03906,47350
1614816000000,2021-03-04 00:00:00,CVC/USDT,0.39177,0.40499,0.36295,0.37909,30121669,11582505.99431,61003
1614729600000,2021-03-03 00:00:00,CVC/USDT,0.38112,0.40998,0.37171,0.39169,44908993,17660107.77818,72754
1614643200000,2021-03-02 00:00:00,CVC/USDT,0.37042,0.41720,0.35466,0.38112,55136579,21213328.67090,94984
1614556800000,2021-03-01 00:00:00,CVC/USDT,0.33476,0.38241,0.33192,0.37022,35137328,12492200.84483,57850
1614470400000,2021-02-28 00:00:00,CVC/USDT,0.37270,0.38464,0.30620,0.33514,45691722,15500721.65353,79617
1614384000000,2021-02-27 00:00:00,CVC/USDT,0.34379,0.40951,0.33970,0.37342,55369059,20776571.23159,85275
1614297600000,2021-02-26 00:00:00,CVC/USDT,0.34469,0.36176,0.31319,0.34394,31952443,10769586.10709,59201
1614211200000,2021-02-25 00:00:00,CVC/USDT,0.35903,0.39824,0.34057,0.34468,36575966,13506621.66259,65615
1614124800000,2021-02-24 00:00:00,CVC/USDT,0.34295,0.39519,0.31846,0.35903,51821188,19089964.42948,96096
1614038400000,2021-02-23 00:00:00,CVC/USDT,0.41741,0.42057,0.26153,0.34356,101164725,33883281.35249,172395
1613952000000,2021-02-22 00:00:00,CVC/USDT,0.46156,0.49000,0.34035,0.41713,81109037,34408037.29894,137968
1613865600000,2021-02-21 00:00:00,CVC/USDT,0.44923,0.46727,0.43374,0.46139,30061887,13698349.48191,60764
1613779200000,2021-02-20 00:00:00,CVC/USDT,0.51279,0.51487,0.40631,0.44935,68175836,32340819.60508,107311
1613692800000,2021-02-19 00:00:00,CVC/USDT,0.44780,0.54859,0.43014,0.51274,110252935,52911872.05951,174178
1613606400000,2021-02-18 00:00:00,CVC/USDT,0.43612,0.46570,0.41935,0.44772,50687788,22411802.53547,81480
1613520000000,2021-02-17 00:00:00,CVC/USDT,0.44744,0.45894,0.39755,0.43611,63218291,27231952.05900,88911
1613433600000,2021-02-16 00:00:00,CVC/USDT,0.46385,0.49200,0.42499,0.44753,68829189,31536078.49743,107787
1613347200000,2021-02-15 00:00:00,CVC/USDT,0.45269,0.51628,0.38850,0.46323,140255587,63172436.15217,214095
1613260800000,2021-02-14 00:00:00,CVC/USDT,0.49512,0.57625,0.44136,0.45275,177939585,89824679.89241,278689
1613174400000,2021-02-13 00:00:00,CVC/USDT,0.34767,0.58980,0.34219,0.49513,608916672,308466480.95470,938227
1613088000000,2021-02-12 00:00:00,CVC/USDT,0.27015,0.39094,0.26502,0.34759,179582013,58622400.09419,206099
1613001600000,2021-02-11 00:00:00,CVC/USDT,0.24468,0.28245,0.23407,0.26977,96956902,25537793.28350,101637
1612915200000,2021-02-10 00:00:00,CVC/USDT,0.24870,0.26500,0.22115,0.24447,102533604,25217470.49993,109980
1612828800000,2021-02-09 00:00:00,CVC/USDT,0.23964,0.24974,0.23358,0.24824,74381410,17978850.25507,75224
1612742400000,2021-02-08 00:00:00,CVC/USDT,0.23117,0.25237,0.22360,0.23965,87004007,20777191.74052,97135
1612656000000,2021-02-07 00:00:00,CVC/USDT,0.24752,0.25480,0.21810,0.23152,100331657,23795611.13230,140518
1612569600000,2021-02-06 00:00:00,CVC/USDT,0.24910,0.28913,0.21572,0.24751,414935500,105142999.67966,450619
1612483200000,2021-02-05 00:00:00,CVC/USDT,0.17650,0.29980,0.17443,0.24951,326209349,77327354.84606,285501
1612396800000,2021-02-04 00:00:00,CVC/USDT,0.18404,0.19298,0.16648,0.17651,68776646,12290359.92849,76170
1612310400000,2021-02-03 00:00:00,CVC/USDT,0.17675,0.18657,0.16521,0.18433,70744974,12353853.30399,68252
1612224000000,2021-02-02 00:00:00,CVC/USDT,0.15569,0.18109,0.15415,0.17689,136567047,23014296.91822,104444
1612137600000,2021-02-01 00:00:00,CVC/USDT,0.15191,0.15588,0.14828,0.15585,32301497,4883620.43809,37510
1612051200000,2021-01-31 00:00:00,CVC/USDT,0.15609,0.15960,0.14847,0.15196,33383952,5153467.06418,38335
1611964800000,2021-01-30 00:00:00,CVC/USDT,0.15663,0.16632,0.15336,0.15600,48132510,7664162.43289,51939
1611878400000,2021-01-29 00:00:00,CVC/USDT,0.15204,0.16799,0.14600,0.15656,110593871,17429697.57682,104019
1611792000000,2021-01-28 00:00:00,CVC/USDT,0.13459,0.15766,0.13435,0.15225,138125214,20839246.72372,94607
1611705600000,2021-01-27 00:00:00,CVC/USDT,0.14871,0.14896,0.12999,0.13472,36702096,5098621.80484,41195
1611619200000,2021-01-26 00:00:00,CVC/USDT,0.15020,0.15224,0.13911,0.14876,34100258,4963741.97208,46335
1611532800000,2021-01-25 00:00:00,CVC/USDT,0.15627,0.15845,0.14600,0.15021,48986383,7540131.17144,52337
1611446400000,2021-01-24 00:00:00,CVC/USDT,0.14801,0.16509,0.14590,0.15630,121866355,19164037.58607,87675
1611360000000,2021-01-23 00:00:00,CVC/USDT,0.14478,0.16007,0.14315,0.14786,76791062,11655167.42238,62542
1611273600000,2021-01-22 00:00:00,CVC/USDT,0.13162,0.14617,0.11715,0.14478,71465893,9659677.02380,62296
1611187200000,2021-01-21 00:00:00,CVC/USDT,0.15719,0.15810,0.12779,0.13171,60901321,8716473.96647,62911
1611100800000,2021-01-20 00:00:00,CVC/USDT,0.15983,0.16737,0.14497,0.15697,56345513,8716976.28097,53400
1611014400000,2021-01-19 00:00:00,CVC/USDT,0.16728,0.16795,0.15649,0.15983,60787776,9896353.52687,56140
1610928000000,2021-01-18 00:00:00,CVC/USDT,0.15508,0.16949,0.14950,0.16731,125211119,20199634.97986,116265
1610841600000,2021-01-17 00:00:00,CVC/USDT,0.15259,0.16541,0.14526,0.15495,85028639,13159425.13973,72696
1610755200000,2021-01-16 00:00:00,CVC/USDT,0.15548,0.16588,0.14735,0.15260,84369092,13212657.76411,71001
1610668800000,2021-01-15 00:00:00,CVC/USDT,0.16615,0.16747,0.13979,0.15540,91791881,14157543.11402,83762
1610582400000,2021-01-14 00:00:00,CVC/USDT,0.17031,0.17454,0.15738,0.16618,137594650,22722323.44454,109655
1610496000000,2021-01-13 00:00:00,CVC/USDT,0.17059,0.17787,0.15142,0.17009,260812698,42581545.40860,221650
1610409600000,2021-01-12 00:00:00,CVC/USDT,0.12123,0.18800,0.11615,0.17069,525110740,82926638.04406,369130
1610323200000,2021-01-11 00:00:00,CVC/USDT,0.14050,0.14103,0.09915,0.12124,143615878,16705648.19691,104584
1610236800000,2021-01-10 00:00:00,CVC/USDT,0.15198,0.17100,0.12820,0.14049,142120637,21279352.22783,105218
1610150400000,2021-01-09 00:00:00,CVC/USDT,0.16519,0.17599,0.14243,0.15197,138506814,21233974.98439,124007
1610064000000,2021-01-08 00:00:00,CVC/USDT,0.20230,0.21500,0.15213,0.16512,611641260,111709097.20375,531527
1609977600000,2021-01-07 00:00:00,CVC/USDT,0.10581,0.20741,0.10214,0.20148,805544928,118128379.63029,575161
1609891200000,2021-01-06 00:00:00,CVC/USDT,0.09216,0.11820,0.09010,0.10567,168927190,17295160.61782,88705
1609804800000,2021-01-05 00:00:00,CVC/USDT,0.08494,0.09450,0.08215,0.09216,69148237,6129155.62021,44556
1609718400000,2021-01-04 00:00:00,CVC/USDT,0.08795,0.09824,0.07955,0.08489,158083175,13892535.42610,74086
1609632000000,2021-01-03 00:00:00,CVC/USDT,0.08535,0.08914,0.08300,0.08780,71500846,6187788.13247,39682
1609545600000,2021-01-02 00:00:00,CVC/USDT,0.08592,0.08745,0.08164,0.08532,42855873,3634643.92590,26181
1609459200000,2021-01-01 00:00:00,CVC/USDT,0.08451,0.08961,0.08334,0.08589,66361653,5739128.29990,35788
1609372800000,2020-12-31 00:00:00,CVC/USDT,0.08627,0.08636,0.08146,0.08451,27090465,2275588.77908,19577
1609286400000,2020-12-30 00:00:00,CVC/USDT,0.08395,0.09098,0.08291,0.08627,73849781,6406820.08005,38963
1609200000000,2020-12-29 00:00:00,CVC/USDT,0.08647,0.08742,0.08131,0.08393,40421235,3391667.81546,25359
1609113600000,2020-12-28 00:00:00,CVC/USDT,0.08668,0.09061,0.08492,0.08642,55952419,4912659.88571,31751
1609027200000,2020-12-27 00:00:00,CVC/USDT,0.08908,0.09230,0.08333,0.08667,72282233,6399097.38565,44805
1608940800000,2020-12-26 00:00:00,CVC/USDT,0.09129,0.09161,0.08692,0.08907,36034199,3232885.57409,26690
1608854400000,2020-12-25 00:00:00,CVC/USDT,0.09085,0.09592,0.08649,0.09129,80907616,7439223.52472,49349
1608768000000,2020-12-24 00:00:00,CVC/USDT,0.08050,0.09558,0.07750,0.09082,294058475,26208749.01583,146049
1608681600000,2020-12-23 00:00:00,CVC/USDT,0.08945,0.10475,0.07506,0.08054,195294385,17203200.00535,116180
1608595200000,2020-12-22 00:00:00,CVC/USDT,0.08938,0.09325,0.08607,0.08952,50371181,4525744.94085,52767
1608508800000,2020-12-21 00:00:00,CVC/USDT,0.09572,0.09923,0.08729,0.08939,65789522,6048507.68526,40040
1608422400000,2020-12-20 00:00:00,CVC/USDT,0.10336,0.10352,0.09410,0.09573,70394518,6922199.17818,38838
1608336000000,2020-12-19 00:00:00,CVC/USDT,0.09987,0.10949,0.09714,0.10336,128729113,13370991.44680,65604
1608249600000,2020-12-18 00:00:00,CVC/USDT,0.09379,0.10061,0.09304,0.09990,79936092,7675022.32266,42475
1608163200000,2020-12-17 00:00:00,CVC/USDT,0.09527,0.09901,0.09169,0.09371,80297869,7660006.87935,44061
1608076800000,2020-12-16 00:00:00,CVC/USDT,0.09471,0.09739,0.09077,0.09528,54462335,5114308.05373,31842
1607990400000,2020-12-15 00:00:00,CVC/USDT,0.09500,0.09984,0.09339,0.09473,48040700,4628755.63859,26739
1607904000000,2020-12-14 00:00:00,CVC/USDT,0.09705,0.09833,0.09335,0.09504,30551578,2915699.56330,19961
1607817600000,2020-12-13 00:00:00,CVC/USDT,0.09738,0.10133,0.09551,0.09707,58026910,5704106.01898,32894
1607731200000,2020-12-12 00:00:00,CVC/USDT,0.08943,0.10386,0.08916,0.09738,131395322,12881424.18687,68758
1607644800000,2020-12-11 00:00:00,CVC/USDT,0.09154,0.09565,0.08674,0.08944,70520801,6415274.12779,46091
1607558400000,2020-12-10 00:00:00,CVC/USDT,0.09880,0.09939,0.08952,0.09152,55296153,5210062.61639,38329
1607472000000,2020-12-09 00:00:00,CVC/USDT,0.09271,0.10307,0.08589,0.09871,160334909,15265800.28487,80905
1607385600000,2020-12-08 00:00:00,CVC/USDT,0.10282,0.10554,0.09256,0.09271,112421544,11022755.82178,61837
1607299200000,2020-12-07 00:00:00,CVC/USDT,0.10738,0.10760,0.10172,0.10276,63284214,6648866.05809,49296
1607212800000,2020-12-06 00:00:00,CVC/USDT,0.11577,0.11639,0.10324,0.10727,111574499,12189954.02581,87763
1607126400000,2020-12-05 00:00:00,CVC/USDT,0.10054,0.11834,0.09761,0.11576,247210642,27142775.35548,129042
1607040000000,2020-12-04 00:00:00,CVC/USDT,0.12117,0.12847,0.09798,0.10055,307707570,34771259.81996,180258
1606953600000,2020-12-03 00:00:00,CVC/USDT,0.12585,0.14050,0.11006,0.12118,681075038,85617152.48961,424468
1606867200000,2020-12-02 00:00:00,CVC/USDT,0.08543,0.13900,0.08400,0.12596,861746534,101101746.18374,446324
1606780800000,2020-12-01 00:00:00,CVC/USDT,0.08165,0.09585,0.07800,0.08544,196190432,17144590.61926,101093
1606694400000,2020-11-30 00:00:00,CVC/USDT,0.08068,0.08568,0.07724,0.08167,72282022,5894977.50404,43331
1606608000000,2020-11-29 00:00:00,CVC/USDT,0.08219,0.08259,0.07933,0.08079,26738426,2163066.93702,18857
1606521600000,2020-11-28 00:00:00,CVC/USDT,0.07979,0.08350,0.07619,0.08216,34840156,2771080.51469,21281
1606435200000,2020-11-27 00:00:00,CVC/USDT,0.07709,0.08097,0.07200,0.07976,41283167,3141761.46183,23232
1606348800000,2020-11-26 00:00:00,CVC/USDT,0.08890,0.09463,0.06682,0.07708,136952331,10786343.19396,64123
1606262400000,2020-11-25 00:00:00,CVC/USDT,0.08684,0.09470,0.08560,0.08899,114042330,10314258.56492,70537
1606176000000,2020-11-24 00:00:00,CVC/USDT,0.08736,0.09286,0.08240,0.08694,137711955,12017726.55903,76360
1606089600000,2020-11-23 00:00:00,CVC/USDT,0.07947,0.09522,0.07947,0.08728,214654482,19052079.15408,93160
1606003200000,2020-11-22 00:00:00,CVC/USDT,0.08616,0.08640,0.07379,0.07932,136401550,10816159.31656,67116
1605916800000,2020-11-21 00:00:00,CVC/USDT,0.08902,0.08966,0.08382,0.08615,121254680,10475066.41297,67706
1605830400000,2020-11-20 00:00:00,CVC/USDT,0.08888,0.09224,0.08740,0.08899,67301035,6040899.17022,40120
1605744000000,2020-11-19 00:00:00,CVC/USDT,0.08836,0.09500,0.08628,0.08894,112940843,10218588.62812,70992
1605657600000,2020-11-18 00:00:00,CVC/USDT,0.09801,0.09892,0.08507,0.08847,116194606,10455754.13949,88688
1605571200000,2020-11-17 00:00:00,CVC/USDT,0.10105,0.10220,0.08853,0.09800,218539446,20866422.38442,148728
1605484800000,2020-11-16 00:00:00,CVC/USDT,0.10736,0.10754,0.09977,0.10099,108453178,11199972.45106,91723
1605398400000,2020-11-15 00:00:00,CVC/USDT,0.10949,0.11900,0.10165,0.10735,216889917,24023532.78119,141007
1605312000000,2020-11-14 00:00:00,CVC/USDT,0.10686,0.11835,0.09864,0.10962,306048070,33374486.12064,204558
1605225600000,2020-11-13 00:00:00,CVC/USDT,0.09872,0.12636,0.09602,0.10685,692496048,77401474.21321,479676
1605139200000,2020-11-12 00:00:00,CVC/USDT,0.09398,0.10360,0.08201,0.09872,331337766,30227967.93768,187355
1605052800000,2020-11-11 00:00:00,CVC/USDT,0.10801,0.11950,0.09175,0.09423,234967430,24668304.57058,184897
