https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE,Volume USDT,tradecount
1613520000000,2021-02-17 00:00:00,AAVE/USDT,433.777,474.521,399.376,451.677,624599.9,270859530.4051,290371
1613433600000,2021-02-16 00:00:00,AAVE/USDT,456.997,480.384,420.261,433.691,464198.5,207601130.0480,234302
1613347200000,2021-02-15 00:00:00,AAVE/USDT,469.794,498.500,360.000,456.364,807962.0,362821219.1157,406719
1613260800000,2021-02-14 00:00:00,AAVE/USDT,496.862,512.199,460.846,469.441,378473.9,183509633.6420,195555
1613174400000,2021-02-13 00:00:00,AAVE/USDT,528.999,546.331,485.000,496.585,422300.8,215627404.7754,226012
1613088000000,2021-02-12 00:00:00,AAVE/USDT,517.922,548.700,500.000,529.000,397569.2,207742495.7216,221989
1613001600000,2021-02-11 00:00:00,AAVE/USDT,523.720,544.624,507.053,517.458,377826.3,198876396.9119,233112
1612915200000,2021-02-10 00:00:00,AAVE/USDT,490.135,584.832,460.000,523.833,881712.1,468688479.6520,504742
1612828800000,2021-02-09 00:00:00,AAVE/USDT,491.504,514.448,471.144,490.233,521960.4,257349381.6638,303179
1612742400000,2021-02-08 00:00:00,AAVE/USDT,473.364,532.332,462.183,491.504,853659.8,426881476.4198,442182
1612656000000,2021-02-07 00:00:00,AAVE/USDT,474.977,482.680,392.496,473.334,783237.5,346084173.2083,441518
1612569600000,2021-02-06 00:00:00,AAVE/USDT,507.801,513.341,433.165,475.062,876430.1,415092619.0516,503895
1612483200000,2021-02-05 00:00:00,AAVE/USDT,467.003,549.990,465.203,507.413,929623.6,471353966.1049,509386
1612396800000,2021-02-04 00:00:00,AAVE/USDT,384.209,522.900,383.998,466.853,2134631.9,954318134.3753,983358
1612310400000,2021-02-03 00:00:00,AAVE/USDT,303.339,388.514,301.492,384.168,624205.5,211347537.4077,258290
1612224000000,2021-02-02 00:00:00,AAVE/USDT,295.422,310.380,286.000,303.288,360107.3,106684277.1021,150173
1612137600000,2021-02-01 00:00:00,AAVE/USDT,300.021,307.127,284.000,295.759,332425.7,98190510.8684,139286
1612051200000,2021-01-31 00:00:00,AAVE/USDT,315.445,320.596,293.000,300.369,284945.1,86984891.9188,129426
1611964800000,2021-01-30 00:00:00,AAVE/USDT,288.355,323.798,282.559,315.496,458268.3,138869311.6854,198725
1611878400000,2021-01-29 00:00:00,AAVE/USDT,298.300,308.971,271.901,288.649,499039.2,144844126.8848,205811
1611792000000,2021-01-28 00:00:00,AAVE/USDT,286.320,310.057,274.970,298.549,582892.7,169273539.0513,232159
1611705600000,2021-01-27 00:00:00,AAVE/USDT,277.821,299.423,255.000,286.320,943300.9,261059287.4730,380993
1611619200000,2021-01-26 00:00:00,AAVE/USDT,247.821,288.145,240.691,277.765,744209.4,197238201.5930,318392
1611532800000,2021-01-25 00:00:00,AAVE/USDT,264.752,283.229,237.001,247.947,693947.9,179719071.7636,303362
1611446400000,2021-01-24 00:00:00,AAVE/USDT,213.697,289.434,212.514,264.705,941421.4,236535026.3619,366869
1611360000000,2021-01-23 00:00:00,AAVE/USDT,189.649,220.423,185.568,213.996,432515.4,88512900.5479,158421
1611273600000,2021-01-22 00:00:00,AAVE/USDT,160.169,199.278,147.608,189.581,498901.1,89695820.2200,186165
1611187200000,2021-01-21 00:00:00,AAVE/USDT,197.368,199.894,155.270,160.343,784069.4,136630493.9729,261931
1611100800000,2021-01-20 00:00:00,AAVE/USDT,186.093,200.000,171.710,197.316,506746.4,94340234.6093,192532
1611014400000,2021-01-19 00:00:00,AAVE/USDT,200.934,210.000,184.845,186.000,507893.3,101401758.4560,195915
1610928000000,2021-01-18 00:00:00,AAVE/USDT,186.591,201.313,180.520,200.944,360441.3,68344353.2432,145299
1610841600000,2021-01-17 00:00:00,AAVE/USDT,181.324,199.322,174.475,186.482,502759.5,95097816.1837,193811
1610755200000,2021-01-16 00:00:00,AAVE/USDT,166.534,203.940,166.368,181.145,759378.8,142242686.0383,269876
1610668800000,2021-01-15 00:00:00,AAVE/USDT,147.935,168.685,139.900,166.525,516672.7,79897223.9298,190186
1610582400000,2021-01-14 00:00:00,AAVE/USDT,146.781,154.911,139.321,147.766,388745.4,56828046.3088,142998
1610496000000,2021-01-13 00:00:00,AAVE/USDT,127.747,147.989,120.128,146.778,703756.9,96312121.1200,219965
1610409600000,2021-01-12 00:00:00,AAVE/USDT,114.368,136.146,109.109,127.740,639823.6,79196652.7587,204962
1610323200000,2021-01-11 00:00:00,AAVE/USDT,126.980,127.609,94.000,114.329,901316.6,99306738.2426,278890
1610236800000,2021-01-10 00:00:00,AAVE/USDT,117.802,137.000,111.072,126.987,684657.4,85679606.7259,218407
1610150400000,2021-01-09 00:00:00,AAVE/USDT,110.795,119.548,106.062,117.674,346692.4,39411942.2585,123276
1610064000000,2021-01-08 00:00:00,AAVE/USDT,115.339,120.040,100.240,110.686,523636.3,57956243.9744,195902
1609977600000,2021-01-07 00:00:00,AAVE/USDT,115.816,131.000,107.000,115.235,726395.4,86455380.6565,249608
1609891200000,2021-01-06 00:00:00,AAVE/USDT,119.866,121.023,107.856,115.719,485974.6,56106610.9642,174245
1609804800000,2021-01-05 00:00:00,AAVE/USDT,114.344,124.279,98.653,119.800,843809.1,95516361.3370,271640
1609718400000,2021-01-04 00:00:00,AAVE/USDT,94.183,115.590,85.932,114.322,1108493.1,113647018.0448,301713
1609632000000,2021-01-03 00:00:00,AAVE/USDT,85.911,95.680,81.338,94.185,490412.4,43679148.9712,120659
1609545600000,2021-01-02 00:00:00,AAVE/USDT,90.940,92.200,82.573,85.888,350675.1,30192376.5866,96482
1609459200000,2021-01-01 00:00:00,AAVE/USDT,88.581,91.000,84.652,90.909,368132.6,32360814.1630,95220
1609372800000,2020-12-31 00:00:00,AAVE/USDT,81.135,88.801,78.341,88.503,371053.0,31293694.2436,99641
1609286400000,2020-12-30 00:00:00,AAVE/USDT,78.217,85.670,77.322,81.117,375468.0,30872146.6324,106980
1609200000000,2020-12-29 00:00:00,AAVE/USDT,81.931,83.200,75.007,78.169,246245.7,19287927.4545,73337
1609113600000,2020-12-28 00:00:00,AAVE/USDT,76.944,86.148,76.160,81.887,368776.9,30450908.7028,99899
1609027200000,2020-12-27 00:00:00,AAVE/USDT,75.180,82.100,72.730,76.919,435249.2,33667050.6856,114034
1608940800000,2020-12-26 00:00:00,AAVE/USDT,79.743,80.064,73.808,75.212,260191.6,19997876.9286,77707
1608854400000,2020-12-25 00:00:00,AAVE/USDT,80.558,82.000,75.964,79.742,300530.6,23644948.0988,87246
1608768000000,2020-12-24 00:00:00,AAVE/USDT,75.428,80.579,71.020,80.562,519317.6,39239409.5178,132717
1608681600000,2020-12-23 00:00:00,AAVE/USDT,84.348,84.538,62.748,75.431,647771.9,49110486.1826,155918
1608595200000,2020-12-22 00:00:00,AAVE/USDT,80.860,86.321,75.628,84.345,469667.7,38274962.4417,113193
1608508800000,2020-12-21 00:00:00,AAVE/USDT,85.782,88.101,77.523,80.842,436955.5,35934117.6470,109189
1608422400000,2020-12-20 00:00:00,AAVE/USDT,89.043,90.285,83.766,85.767,573747.9,49885174.3278,123448
1608336000000,2020-12-19 00:00:00,AAVE/USDT,90.484,96.463,88.017,89.093,740578.4,68440891.6240,153359
1608249600000,2020-12-18 00:00:00,AAVE/USDT,85.093,90.557,81.807,90.435,430320.3,36899849.7983,107028
1608163200000,2020-12-17 00:00:00,AAVE/USDT,87.589,90.627,82.869,85.077,693440.8,59905810.9783,162729
1608076800000,2020-12-16 00:00:00,AAVE/USDT,87.188,89.940,80.159,87.618,779265.5,66343821.5914,174147
1607990400000,2020-12-15 00:00:00,AAVE/USDT,86.511,89.105,84.300,87.150,596280.8,51832686.8449,133767
1607904000000,2020-12-14 00:00:00,AAVE/USDT,83.908,91.974,79.828,86.423,753021.6,64140022.1760,164887
1607817600000,2020-12-13 00:00:00,AAVE/USDT,77.856,85.000,76.648,83.960,454933.9,37192512.3427,107079
1607731200000,2020-12-12 00:00:00,AAVE/USDT,74.814,80.300,74.628,77.859,492617.8,38523549.8257,106121
1607644800000,2020-12-11 00:00:00,AAVE/USDT,76.612,79.000,70.724,74.792,749903.5,55673564.3182,164488
1607558400000,2020-12-10 00:00:00,AAVE/USDT,82.561,83.090,75.766,76.542,527906.1,41753606.5081,127623
1607472000000,2020-12-09 00:00:00,AAVE/USDT,80.186,86.500,75.030,82.560,802766.7,65250855.0725,176454
1607385600000,2020-12-08 00:00:00,AAVE/USDT,90.833,91.311,77.995,80.198,895814.4,76434854.7805,187773
1607299200000,2020-12-07 00:00:00,AAVE/USDT,87.956,95.619,86.778,90.815,773110.6,71173821.1343,194719
1607212800000,2020-12-06 00:00:00,AAVE/USDT,92.715,93.154,84.650,87.920,431619.5,37949393.2737,108841
1607126400000,2020-12-05 00:00:00,AAVE/USDT,80.774,92.900,79.500,92.770,581951.5,50760231.7982,143760
1607040000000,2020-12-04 00:00:00,AAVE/USDT,91.656,92.954,79.210,80.843,794550.2,69079085.1416,181665
1606953600000,2020-12-03 00:00:00,AAVE/USDT,86.674,94.490,83.000,91.640,1002878.7,89051121.1398,210210
1606867200000,2020-12-02 00:00:00,AAVE/USDT,74.126,91.041,71.752,86.714,1193600.8,99634059.4040,249172
1606780800000,2020-12-01 00:00:00,AAVE/USDT,76.197,79.236,69.000,74.215,913118.6,68681415.9291,190570
1606694400000,2020-11-30 00:00:00,AAVE/USDT,68.991,80.000,68.984,76.146,1213232.6,91566686.2059,255263
1606608000000,2020-11-29 00:00:00,AAVE/USDT,63.827,69.900,61.646,68.978,471829.4,31153322.0111,102455
1606521600000,2020-11-28 00:00:00,AAVE/USDT,60.897,66.406,58.786,63.795,407067.1,25435473.7770,88127
1606435200000,2020-11-27 00:00:00,AAVE/USDT,64.393,69.310,56.153,60.843,830538.4,51992761.3724,165144
1606348800000,2020-11-26 00:00:00,AAVE/USDT,61.712,65.326,47.343,64.339,1906559.6,110564347.2658,348526
1606262400000,2020-11-25 00:00:00,AAVE/USDT,66.896,68.033,59.208,61.670,619501.1,39980793.1479,131032
1606176000000,2020-11-24 00:00:00,AAVE/USDT,72.737,75.880,66.230,66.843,776510.8,54727898.4243,164292
1606089600000,2020-11-23 00:00:00,AAVE/USDT,68.879,74.442,65.733,72.671,764335.7,54137036.9732,166177
1606003200000,2020-11-22 00:00:00,AAVE/USDT,70.840,75.140,63.000,68.899,965137.5,66570212.3851,192787
1605916800000,2020-11-21 00:00:00,AAVE/USDT,75.187,77.450,68.015,70.838,907105.2,66790584.7674,201014
1605830400000,2020-11-20 00:00:00,AAVE/USDT,76.425,83.016,74.500,75.134,960583.7,75335733.4519,213583
1605744000000,2020-11-19 00:00:00,AAVE/USDT,75.398,81.739,70.320,76.429,1277425.2,97032417.2636,269727
1605657600000,2020-11-18 00:00:00,AAVE/USDT,79.493,80.562,67.200,75.395,1381302.9,102268826.6786,277400
1605571200000,2020-11-17 00:00:00,AAVE/USDT,73.045,80.320,68.750,79.463,1326453.1,97964287.5398,268885
1605484800000,2020-11-16 00:00:00,AAVE/USDT,64.262,74.637,60.900,73.052,1697466.0,116452225.3784,433449
1605398400000,2020-11-15 00:00:00,AAVE/USDT,66.849,71.250,59.350,64.244,1659104.6,110459132.5964,416223
1605312000000,2020-11-14 00:00:00,AAVE/USDT,63.536,68.980,57.818,66.796,1702080.7,106679325.9971,429653
1605225600000,2020-11-13 00:00:00,AAVE/USDT,51.936,66.333,51.176,63.551,2553132.5,155543336.0637,570931
1605139200000,2020-11-12 00:00:00,AAVE/USDT,54.598,59.950,50.500,51.854,2076670.8,114541889.5949,426485
1605052800000,2020-11-11 00:00:00,AAVE/USDT,66.942,69.100,53.458,54.523,2794269.3,165597594.8419,585150
1604966400000,2020-11-10 00:00:00,AAVE/USDT,55.237,71.000,52.880,66.989,2987176.4,187197282.4323,569122
1604880000000,2020-11-09 00:00:00,AAVE/USDT,53.860,59.080,49.303,55.204,2787646.4,150852942.2214,550678
1604793600000,2020-11-08 00:00:00,AAVE/USDT,44.435,54.794,42.511,53.852,2223200.6,108697194.6058,398471
1604707200000,2020-11-07 00:00:00,AAVE/USDT,38.554,52.180,38.327,44.476,2263347.2,99554516.9962,409852
1604620800000,2020-11-06 00:00:00,AAVE/USDT,30.875,40.950,30.746,38.546,1813531.6,66292574.0035,333959
1604534400000,2020-11-05 00:00:00,AAVE/USDT,27.694,32.275,25.887,30.895,814585.5,23553735.4491,224256
1604448000000,2020-11-04 00:00:00,AAVE/USDT,28.110,28.504,25.970,27.689,627055.8,17289877.5772,214502
1604361600000,2020-11-03 00:00:00,AAVE/USDT,29.672,30.085,27.323,28.105,634308.2,17970577.0240,199829
1604275200000,2020-11-02 00:00:00,AAVE/USDT,30.732,34.175,29.117,29.672,1107448.8,34603293.2362,237443
1604188800000,2020-11-01 00:00:00,AAVE/USDT,29.691,30.990,28.470,30.727,440488.4,13035772.5475,137065
1604102400000,2020-10-31 00:00:00,AAVE/USDT,31.060,32.900,29.524,29.696,584511.2,17984439.9402,184055
1604016000000,2020-10-30 00:00:00,AAVE/USDT,29.222,31.990,27.730,31.055,809945.4,24439268.1674,211713
1603929600000,2020-10-29 00:00:00,AAVE/USDT,32.451,33.263,28.101,29.236,686524.2,20931489.2732,197510
1603843200000,2020-10-28 00:00:00,AAVE/USDT,34.924,35.811,31.963,32.430,568749.4,19023500.5524,187013
1603756800000,2020-10-27 00:00:00,AAVE/USDT,35.960,39.000,34.356,34.933,603617.2,22039911.5575,186284
1603670400000,2020-10-26 00:00:00,AAVE/USDT,37.859,39.212,35.018,35.958,524933.2,19681444.6831,190012
1603584000000,2020-10-25 00:00:00,AAVE/USDT,39.420,40.953,37.243,37.866,592037.6,23246191.8608,191633
1603497600000,2020-10-24 00:00:00,AAVE/USDT,41.441,42.389,38.618,39.397,617193.9,24962323.7278,192600
1603411200000,2020-10-23 00:00:00,AAVE/USDT,37.892,42.698,37.043,41.428,797946.0,31960151.1480,222218
1603324800000,2020-10-22 00:00:00,AAVE/USDT,35.087,39.748,33.509,37.948,614126.9,22595087.6582,190098
1603238400000,2020-10-21 00:00:00,AAVE/USDT,32.095,37.099,31.716,35.107,542288.7,18772337.0993,189561
1603152000000,2020-10-20 00:00:00,AAVE/USDT,36.083,36.474,31.889,32.135,640193.9,21897612.2788,208359
1603065600000,2020-10-19 00:00:00,AAVE/USDT,40.746,41.009,35.828,36.075,398700.9,15422698.4704,170855
1602979200000,2020-10-18 00:00:00,AAVE/USDT,41.379,41.400,39.455,40.795,370900.1,14959792.9716,164380
1602892800000,2020-10-17 00:00:00,AAVE/USDT,39.415,43.329,38.460,41.393,385497.7,15876495.0231,167078
1602806400000,2020-10-16 00:00:00,AAVE/USDT,44.550,45.040,37.510,39.390,282456.7,11582368.0362,128123
