https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MKR,Volume USDT,tradecount
1614124800000,2021-02-24 00:00:00,MKR/USDT,2240.55,2426.48,2151.11,2235.48,69187.295,159483400.76534,166459
1614038400000,2021-02-23 00:00:00,MKR/USDT,2376.21,2393.21,1742.24,2239.93,85702.111,177456425.34320,307579
1613952000000,2021-02-22 00:00:00,MKR/USDT,2623.37,2627.54,1963.52,2376.55,74233.166,179676477.65568,205321
1613865600000,2021-02-21 00:00:00,MKR/USDT,2605.08,2752.04,2539.11,2623.40,72370.856,192278805.50476,180165
1613779200000,2021-02-20 00:00:00,MKR/USDT,2576.36,3091.00,2483.14,2605.95,88510.873,243406144.00436,279583
1613692800000,2021-02-19 00:00:00,MKR/USDT,2631.25,2687.57,2519.21,2575.66,61314.678,157819628.93513,126024
1613606400000,2021-02-18 00:00:00,MKR/USDT,2621.10,2714.04,2556.14,2629.77,61684.247,162522057.78104,120117
1613520000000,2021-02-17 00:00:00,MKR/USDT,2496.43,2630.98,2360.69,2619.84,68213.154,171040541.25793,127310
1613433600000,2021-02-16 00:00:00,MKR/USDT,2468.19,2604.13,2419.17,2495.88,66092.093,166063470.33575,126057
1613347200000,2021-02-15 00:00:00,MKR/USDT,2517.35,2611.47,2206.65,2467.01,74414.759,182075295.04560,161057
1613260800000,2021-02-14 00:00:00,MKR/USDT,2598.01,2682.97,2478.53,2516.74,70423.298,181646721.40094,145289
1613174400000,2021-02-13 00:00:00,MKR/USDT,2736.87,2831.61,2523.59,2597.38,76760.808,205404935.38644,179400
1613088000000,2021-02-12 00:00:00,MKR/USDT,2544.45,2869.25,2513.51,2736.87,81698.612,217795086.90837,208161
1613001600000,2021-02-11 00:00:00,MKR/USDT,2520.86,2707.40,2444.13,2544.60,79513.165,201842746.96499,179864
1612915200000,2021-02-10 00:00:00,MKR/USDT,2579.37,2737.98,2197.40,2521.43,85751.564,219416385.72719,211302
1612828800000,2021-02-09 00:00:00,MKR/USDT,2505.54,2664.57,2453.62,2576.59,76867.951,195611071.93093,164304
1612742400000,2021-02-08 00:00:00,MKR/USDT,2479.92,2745.30,2410.67,2505.94,82495.209,212519722.09848,221342
1612656000000,2021-02-07 00:00:00,MKR/USDT,2536.30,2678.00,2242.94,2481.62,89923.060,221314120.19914,258507
1612569600000,2021-02-06 00:00:00,MKR/USDT,2693.93,2847.09,2262.12,2536.95,103102.420,264682089.73751,361401
1612483200000,2021-02-05 00:00:00,MKR/USDT,2111.57,3107.02,2111.45,2693.93,122417.117,316259493.96466,455250
1612396800000,2021-02-04 00:00:00,MKR/USDT,1765.75,2365.72,1650.01,2114.05,88688.290,166875170.27855,234889
1612310400000,2021-02-03 00:00:00,MKR/USDT,1705.21,1775.83,1640.40,1765.37,69808.584,118945866.14263,121082
1612224000000,2021-02-02 00:00:00,MKR/USDT,1473.45,1783.32,1470.85,1703.84,80068.435,130457709.60100,177965
1612137600000,2021-02-01 00:00:00,MKR/USDT,1483.63,1518.00,1420.00,1474.41,63657.255,93806453.18719,96113
1612051200000,2021-01-31 00:00:00,MKR/USDT,1590.51,1614.31,1408.00,1483.50,69954.320,105056153.69851,117760
1611964800000,2021-01-30 00:00:00,MKR/USDT,1408.08,1637.58,1389.82,1590.05,76727.976,113302703.41786,148019
1611878400000,2021-01-29 00:00:00,MKR/USDT,1402.73,1462.95,1360.87,1407.48,68372.732,96005595.27116,107936
1611792000000,2021-01-28 00:00:00,MKR/USDT,1326.02,1452.34,1300.86,1402.27,64057.451,89262499.48238,91048
1611705600000,2021-01-27 00:00:00,MKR/USDT,1478.87,1481.40,1277.31,1326.36,67722.715,92604756.26687,106638
1611619200000,2021-01-26 00:00:00,MKR/USDT,1363.51,1479.79,1297.00,1478.19,69232.751,95669945.80307,101236
1611532800000,2021-01-25 00:00:00,MKR/USDT,1458.58,1548.31,1338.80,1365.68,69016.864,99824130.95524,102295
1611446400000,2021-01-24 00:00:00,MKR/USDT,1382.63,1473.76,1364.19,1459.20,68392.161,97799489.28858,93932
1611360000000,2021-01-23 00:00:00,MKR/USDT,1405.87,1469.76,1354.24,1382.47,73304.408,103065012.48879,110718
1611273600000,2021-01-22 00:00:00,MKR/USDT,1150.63,1440.00,1065.75,1406.18,80907.787,103143047.23738,136012
1611187200000,2021-01-21 00:00:00,MKR/USDT,1417.52,1424.60,1122.64,1151.40,77412.645,99140758.47429,128900
1611100800000,2021-01-20 00:00:00,MKR/USDT,1407.46,1444.89,1265.60,1416.70,79138.980,108086203.12381,123524
1611014400000,2021-01-19 00:00:00,MKR/USDT,1424.98,1539.69,1395.79,1408.81,75484.330,110324760.76272,112459
1610928000000,2021-01-18 00:00:00,MKR/USDT,1448.41,1464.84,1369.25,1424.06,70573.669,100642982.67058,98626
1610841600000,2021-01-17 00:00:00,MKR/USDT,1485.14,1515.71,1421.46,1448.71,74892.531,109907138.64493,117164
1610755200000,2021-01-16 00:00:00,MKR/USDT,1472.93,1625.02,1452.09,1484.43,81678.852,125066655.24126,136452
1610668800000,2021-01-15 00:00:00,MKR/USDT,1607.73,1645.96,1339.23,1472.56,91388.280,139135282.67960,176750
1610582400000,2021-01-14 00:00:00,MKR/USDT,1551.84,1712.00,1479.46,1606.12,88953.084,138977957.28135,167773
1610496000000,2021-01-13 00:00:00,MKR/USDT,1490.05,1582.75,1384.40,1552.03,92172.864,136526488.49340,175782
1610409600000,2021-01-12 00:00:00,MKR/USDT,1398.84,1630.07,1315.71,1490.49,111551.237,164405530.93525,257594
1610323200000,2021-01-11 00:00:00,MKR/USDT,1487.07,1499.00,1081.00,1401.87,123885.815,161245420.32450,335225
1610236800000,2021-01-10 00:00:00,MKR/USDT,1591.14,1971.17,1425.00,1487.07,152722.514,260868834.41347,488088
1610150400000,2021-01-09 00:00:00,MKR/USDT,1038.69,1599.00,1026.26,1591.59,119698.614,154330614.49811,283491
1610064000000,2021-01-08 00:00:00,MKR/USDT,1059.32,1134.03,947.60,1039.71,93480.134,98687159.59130,167388
1609977600000,2021-01-07 00:00:00,MKR/USDT,1040.90,1196.00,987.25,1059.03,107494.715,117097480.95061,231915
1609891200000,2021-01-06 00:00:00,MKR/USDT,766.62,1241.77,746.24,1040.98,137310.581,131596591.19395,332893
1609804800000,2021-01-05 00:00:00,MKR/USDT,690.63,779.95,654.31,766.77,81527.909,57764962.91148,121576
1609718400000,2021-01-04 00:00:00,MKR/USDT,678.98,754.29,631.00,690.47,83047.733,56930660.24320,135482
1609632000000,2021-01-03 00:00:00,MKR/USDT,611.40,701.14,609.40,678.98,83040.191,55082171.98563,139082
1609545600000,2021-01-02 00:00:00,MKR/USDT,581.53,618.00,568.55,611.01,53062.645,31753688.20309,82618
1609459200000,2021-01-01 00:00:00,MKR/USDT,586.25,603.10,572.30,581.67,47693.285,28209705.32051,71766
1609372800000,2020-12-31 00:00:00,MKR/USDT,576.48,591.15,559.37,586.59,40751.535,23337004.44117,60491
1609286400000,2020-12-30 00:00:00,MKR/USDT,565.70,585.82,551.71,576.51,49149.224,27911390.07060,65286
1609200000000,2020-12-29 00:00:00,MKR/USDT,586.79,596.46,545.67,565.79,56646.789,32165926.62928,76714
1609113600000,2020-12-28 00:00:00,MKR/USDT,570.80,601.33,561.32,586.54,60736.568,35586395.83324,80836
1609027200000,2020-12-27 00:00:00,MKR/USDT,546.43,579.43,531.39,570.67,61582.938,34349696.97540,91737
1608940800000,2020-12-26 00:00:00,MKR/USDT,536.06,552.44,522.28,546.40,46273.220,24872294.59098,57023
1608854400000,2020-12-25 00:00:00,MKR/USDT,527.13,573.17,518.89,536.29,55705.505,30033212.03540,77512
1608768000000,2020-12-24 00:00:00,MKR/USDT,516.72,528.75,494.52,526.99,53698.371,27556048.87396,71675
1608681600000,2020-12-23 00:00:00,MKR/USDT,549.15,553.24,482.31,516.69,55458.436,29290120.30016,77314
1608595200000,2020-12-22 00:00:00,MKR/USDT,523.84,550.66,517.00,549.41,50136.723,26865457.57716,63796
1608508800000,2020-12-21 00:00:00,MKR/USDT,546.06,554.40,511.17,523.85,39652.995,21093900.23564,57878
1608422400000,2020-12-20 00:00:00,MKR/USDT,566.87,571.26,540.14,546.17,33397.760,18649848.36417,53231
1608336000000,2020-12-19 00:00:00,MKR/USDT,569.08,581.85,562.80,566.76,37528.582,21529149.35607,54558
1608249600000,2020-12-18 00:00:00,MKR/USDT,539.80,579.16,531.93,569.35,52631.492,29042810.65727,76684
1608163200000,2020-12-17 00:00:00,MKR/USDT,540.20,565.75,531.51,539.85,52592.857,28653901.70301,75643
1608076800000,2020-12-16 00:00:00,MKR/USDT,529.63,540.85,514.25,540.43,42628.334,22415298.89368,62991
1607990400000,2020-12-15 00:00:00,MKR/USDT,539.66,545.21,525.36,529.38,31468.598,16874637.95807,44408
1607904000000,2020-12-14 00:00:00,MKR/USDT,526.18,540.00,519.90,539.50,33522.449,17826866.27251,42010
1607817600000,2020-12-13 00:00:00,MKR/USDT,514.39,533.00,511.62,526.15,34766.095,18192319.79680,45472
1607731200000,2020-12-12 00:00:00,MKR/USDT,503.18,526.25,502.54,514.46,46494.727,23977424.40261,53739
1607644800000,2020-12-11 00:00:00,MKR/USDT,522.20,522.84,501.00,503.21,59369.056,30275730.51785,70207
1607558400000,2020-12-10 00:00:00,MKR/USDT,505.80,530.46,490.74,522.25,64038.741,32737534.73088,79627
1607472000000,2020-12-09 00:00:00,MKR/USDT,502.93,508.49,473.12,506.21,60619.512,29891064.24515,60338
1607385600000,2020-12-08 00:00:00,MKR/USDT,519.27,525.69,491.15,502.84,54984.558,28075495.60499,55180
1607299200000,2020-12-07 00:00:00,MKR/USDT,530.03,531.09,510.81,519.04,65102.167,33859654.95738,55552
1607212800000,2020-12-06 00:00:00,MKR/USDT,533.36,537.86,510.10,529.74,67217.787,35093944.85834,59018
1607126400000,2020-12-05 00:00:00,MKR/USDT,524.80,538.32,520.00,533.18,71957.270,37950549.79013,63525
1607040000000,2020-12-04 00:00:00,MKR/USDT,592.76,599.88,521.76,524.90,33809.775,18684363.17057,58762
1606953600000,2020-12-03 00:00:00,MKR/USDT,560.38,598.42,557.66,592.89,22238.184,12883344.33577,43448
1606867200000,2020-12-02 00:00:00,MKR/USDT,528.84,565.04,523.11,560.61,21874.367,12023304.93060,40919
1606780800000,2020-12-01 00:00:00,MKR/USDT,569.42,570.95,520.26,528.98,28626.337,15643730.57840,65983
1606694400000,2020-11-30 00:00:00,MKR/USDT,546.11,581.65,535.39,569.33,21861.292,12210312.16001,47200
1606608000000,2020-11-29 00:00:00,MKR/USDT,529.56,548.68,522.60,545.96,19702.781,10531137.30488,34620
1606521600000,2020-11-28 00:00:00,MKR/USDT,514.44,534.85,509.82,529.91,22412.364,11666716.67155,38858
1606435200000,2020-11-27 00:00:00,MKR/USDT,527.38,541.95,508.38,514.66,29719.397,15509027.78366,62723
1606348800000,2020-11-26 00:00:00,MKR/USDT,562.02,571.60,485.96,527.13,52245.717,27301717.78119,143389
1606262400000,2020-11-25 00:00:00,MKR/USDT,602.61,616.11,546.34,562.16,33077.056,19648833.26589,74103
1606176000000,2020-11-24 00:00:00,MKR/USDT,603.51,619.99,578.20,602.43,34992.179,21124272.71812,80042
1606089600000,2020-11-23 00:00:00,MKR/USDT,564.89,608.75,548.22,603.69,29158.293,16948786.57074,59449
1606003200000,2020-11-22 00:00:00,MKR/USDT,552.80,583.43,514.36,564.78,36617.580,20122142.86700,79485
1605916800000,2020-11-21 00:00:00,MKR/USDT,517.67,554.43,517.61,552.25,32873.722,17689445.13029,64401
1605830400000,2020-11-20 00:00:00,MKR/USDT,510.11,528.62,508.20,517.71,27214.430,14079874.14199,50485
1605744000000,2020-11-19 00:00:00,MKR/USDT,511.07,528.49,500.83,510.15,26716.548,13703764.64406,56751
1605657600000,2020-11-18 00:00:00,MKR/USDT,527.27,537.39,505.76,511.00,34169.560,17691855.74311,66593
1605571200000,2020-11-17 00:00:00,MKR/USDT,518.65,530.32,512.23,526.82,26795.278,13945630.34518,50282
1605484800000,2020-11-16 00:00:00,MKR/USDT,516.81,530.23,508.50,518.71,22520.253,11735076.86222,39352
1605398400000,2020-11-15 00:00:00,MKR/USDT,529.79,536.12,501.11,516.94,25224.693,13168969.52451,46256
1605312000000,2020-11-14 00:00:00,MKR/USDT,556.34,558.21,519.73,529.30,22915.228,12277835.72961,38938
1605225600000,2020-11-13 00:00:00,MKR/USDT,534.00,557.11,530.81,556.40,18891.652,10281943.56539,30249
1605139200000,2020-11-12 00:00:00,MKR/USDT,544.19,551.44,523.54,534.08,20187.583,10864880.03755,31097
1605052800000,2020-11-11 00:00:00,MKR/USDT,552.14,568.00,540.02,543.82,22437.360,12404555.98014,37227
1604966400000,2020-11-10 00:00:00,MKR/USDT,524.15,557.92,520.00,552.27,21445.824,11545889.46728,34101
1604880000000,2020-11-09 00:00:00,MKR/USDT,535.06,541.49,512.88,524.15,24003.039,12681760.82653,36870
1604793600000,2020-11-08 00:00:00,MKR/USDT,520.15,540.71,511.04,535.11,27254.306,14345631.24571,41044
1604707200000,2020-11-07 00:00:00,MKR/USDT,542.31,562.75,503.47,520.15,54279.237,29046128.86645,90456
1604620800000,2020-11-06 00:00:00,MKR/USDT,530.78,547.06,523.49,542.23,33102.731,17688856.40028,57684
1604534400000,2020-11-05 00:00:00,MKR/USDT,520.65,554.15,518.31,530.78,23907.836,12745970.19722,39389
1604448000000,2020-11-04 00:00:00,MKR/USDT,520.71,528.27,498.65,520.22,21701.177,11146525.32474,35727
1604361600000,2020-11-03 00:00:00,MKR/USDT,522.50,524.56,501.90,520.43,21956.111,11349613.60221,34603
1604275200000,2020-11-02 00:00:00,MKR/USDT,540.63,557.08,520.86,522.95,25682.647,13848654.57982,44794
1604188800000,2020-11-01 00:00:00,MKR/USDT,522.67,544.55,520.24,540.26,19548.766,10349426.33074,30071
1604102400000,2020-10-31 00:00:00,MKR/USDT,518.78,533.52,515.28,523.03,19079.499,9991576.97132,30239
1604016000000,2020-10-30 00:00:00,MKR/USDT,533.10,538.29,510.51,518.84,26350.347,13777444.19621,47205
1603929600000,2020-10-29 00:00:00,MKR/USDT,542.52,550.22,515.28,532.61,24380.936,13092329.90879,39445
1603843200000,2020-10-28 00:00:00,MKR/USDT,583.57,596.94,531.51,542.52,30731.670,17237570.59269,56427
1603756800000,2020-10-27 00:00:00,MKR/USDT,567.70,596.50,566.92,583.38,26064.347,15149395.76233,44110
1603670400000,2020-10-26 00:00:00,MKR/USDT,583.14,611.15,556.33,567.95,29355.466,17221360.41254,49461
1603584000000,2020-10-25 00:00:00,MKR/USDT,600.20,601.32,579.03,583.54,21013.209,12395758.54485,31790
1603497600000,2020-10-24 00:00:00,MKR/USDT,594.43,606.00,587.06,600.31,17676.951,10557074.75790,25585
1603411200000,2020-10-23 00:00:00,MKR/USDT,595.94,606.27,577.78,594.51,21016.539,12504674.98899,39512
1603324800000,2020-10-22 00:00:00,MKR/USDT,566.87,599.92,566.65,595.39,20547.684,12107134.55185,32326
1603238400000,2020-10-21 00:00:00,MKR/USDT,548.76,573.70,547.02,567.08,24187.494,13603716.28516,37287
1603152000000,2020-10-20 00:00:00,MKR/USDT,571.01,573.38,547.48,548.68,21699.408,12179819.82324,33673
1603065600000,2020-10-19 00:00:00,MKR/USDT,574.63,582.60,562.61,570.88,21260.268,12167231.43261,32335
1602979200000,2020-10-18 00:00:00,MKR/USDT,553.53,577.01,551.17,574.69,19156.329,10806097.68947,27408
1602892800000,2020-10-17 00:00:00,MKR/USDT,542.54,561.22,532.09,553.45,21859.327,12055014.53159,32120
1602806400000,2020-10-16 00:00:00,MKR/USDT,557.98,558.79,529.11,542.98,30704.843,16762820.13375,58811
1602720000000,2020-10-15 00:00:00,MKR/USDT,575.47,576.15,547.79,557.84,24377.648,13714656.35595,36390
1602633600000,2020-10-14 00:00:00,MKR/USDT,574.91,597.91,559.04,575.49,24646.333,14226998.66148,40741
1602547200000,2020-10-13 00:00:00,MKR/USDT,586.97,596.25,561.04,574.85,20824.296,12085400.68171,33053
1602460800000,2020-10-12 00:00:00,MKR/USDT,587.60,599.08,572.01,587.25,20978.427,12294802.77601,32951
1602374400000,2020-10-11 00:00:00,MKR/USDT,587.03,597.88,576.10,587.96,21896.974,12862363.60074,32413
1602288000000,2020-10-10 00:00:00,MKR/USDT,566.60,613.52,565.94,587.21,27316.845,16118794.81465,45941
1602201600000,2020-10-09 00:00:00,MKR/USDT,533.70,570.94,523.65,566.60,26339.696,14425304.95944,43397
1602115200000,2020-10-08 00:00:00,MKR/USDT,523.19,537.47,497.75,533.60,27145.446,14059745.76488,43620
1602028800000,2020-10-07 00:00:00,MKR/USDT,520.50,531.65,500.33,523.12,28476.540,14736570.87356,51248
1601942400000,2020-10-06 00:00:00,MKR/USDT,564.34,567.21,512.33,520.40,26371.841,14116842.80487,47937
1601856000000,2020-10-05 00:00:00,MKR/USDT,569.63,576.01,542.90,564.42,21294.557,11853245.11949,35730
1601769600000,2020-10-04 00:00:00,MKR/USDT,557.16,571.87,548.51,569.87,20723.452,11591071.00035,30759
1601683200000,2020-10-03 00:00:00,MKR/USDT,552.14,583.52,546.83,557.24,26769.146,15263813.84575,44505
1601596800000,2020-10-02 00:00:00,MKR/USDT,576.18,577.89,529.03,552.09,35418.842,19480491.13077,69111
1601510400000,2020-10-01 00:00:00,MKR/USDT,570.66,598.00,552.10,576.18,33751.624,19535120.42306,58627
1601424000000,2020-09-30 00:00:00,MKR/USDT,526.86,575.99,504.12,570.65,29588.949,15818452.56213,56805
1601337600000,2020-09-29 00:00:00,MKR/USDT,512.57,538.25,504.37,526.92,26960.430,13989243.15162,49039
1601251200000,2020-09-28 00:00:00,MKR/USDT,502.46,549.08,502.07,512.59,27883.020,14543518.09123,49389
1601164800000,2020-09-27 00:00:00,MKR/USDT,525.37,528.76,489.00,502.15,24940.958,12564485.64821,40498
1601078400000,2020-09-26 00:00:00,MKR/USDT,504.41,527.76,499.29,525.21,23908.848,12249526.02046,39134
1600992000000,2020-09-25 00:00:00,MKR/USDT,485.22,516.09,474.36,504.26,27280.792,13498478.29217,45629
1600905600000,2020-09-24 00:00:00,MKR/USDT,435.19,487.62,429.44,485.30,27763.316,12815750.05012,45916
1600819200000,2020-09-23 00:00:00,MKR/USDT,461.32,468.39,432.07,435.19,29605.118,13411901.83108,48212
1600732800000,2020-09-22 00:00:00,MKR/USDT,452.63,467.17,438.68,461.23,26575.374,12132046.31982,41445
1600646400000,2020-09-21 00:00:00,MKR/USDT,475.46,488.06,430.86,452.54,35580.443,16409500.74094,65971
1600560000000,2020-09-20 00:00:00,MKR/USDT,512.77,515.29,465.09,475.61,25849.993,12640026.69682,45337
1600473600000,2020-09-19 00:00:00,MKR/USDT,500.30,531.85,492.83,512.86,25613.954,13129202.95401,47320
1600387200000,2020-09-18 00:00:00,MKR/USDT,503.61,506.84,480.10,500.39,25862.888,12805496.81148,44797
1600300800000,2020-09-17 00:00:00,MKR/USDT,475.06,543.41,468.26,503.49,39801.843,19428939.23562,78835
1600214400000,2020-09-16 00:00:00,MKR/USDT,454.56,478.53,437.97,474.80,29066.409,13475821.70819,53022
1600128000000,2020-09-15 00:00:00,MKR/USDT,487.00,501.55,450.87,454.05,31499.101,15024944.23165,51371
1600041600000,2020-09-14 00:00:00,MKR/USDT,499.44,518.51,473.99,486.53,32474.019,16094104.74991,58507
1599955200000,2020-09-13 00:00:00,MKR/USDT,514.57,516.58,483.20,499.50,29324.984,14710574.72585,50900
1599868800000,2020-09-12 00:00:00,MKR/USDT,523.27,532.18,494.60,514.24,32371.019,16726735.52401,57413
1599782400000,2020-09-11 00:00:00,MKR/USDT,532.87,538.95,507.79,523.27,25128.605,13181166.16324,42789
1599696000000,2020-09-10 00:00:00,MKR/USDT,522.24,557.06,522.22,533.09,22642.489,12203698.24369,37282
1599609600000,2020-09-09 00:00:00,MKR/USDT,507.86,534.54,500.59,522.36,23256.145,11979024.68756,35135
1599523200000,2020-09-08 00:00:00,MKR/USDT,529.17,530.66,500.76,507.73,24667.138,12678805.17258,37645
1599436800000,2020-09-07 00:00:00,MKR/USDT,544.36,551.26,500.99,528.90,25646.952,13357274.37327,41825
1599350400000,2020-09-06 00:00:00,MKR/USDT,513.77,547.21,480.00,544.02,25258.031,13139931.14324,47051
1599264000000,2020-09-05 00:00:00,MKR/USDT,584.32,598.60,500.00,513.69,28307.579,15448625.39883,58178
1599177600000,2020-09-04 00:00:00,MKR/USDT,557.29,603.18,550.00,584.56,27951.573,16147186.81868,58243
1599091200000,2020-09-03 00:00:00,MKR/USDT,661.77,666.35,552.74,557.29,27882.946,17186218.12862,58202
1599004800000,2020-09-02 00:00:00,MKR/USDT,718.55,720.65,632.18,661.73,25979.239,17503698.52380,55298
1598918400000,2020-09-01 00:00:00,MKR/USDT,681.57,745.61,672.56,718.58,29234.277,21006791.84762,73939
1598832000000,2020-08-31 00:00:00,MKR/USDT,677.39,689.03,657.30,681.49,21485.785,14396344.56184,40044
1598745600000,2020-08-30 00:00:00,MKR/USDT,631.23,686.66,630.49,677.42,26636.390,17626706.69399,63592
1598659200000,2020-08-29 00:00:00,MKR/USDT,637.55,646.00,630.23,631.04,22296.794,14192407.73036,37305
1598572800000,2020-08-28 00:00:00,MKR/USDT,617.90,637.75,611.10,637.37,25058.756,15643551.44795,46425
1598486400000,2020-08-27 00:00:00,MKR/USDT,641.91,647.79,612.00,617.82,29091.500,18338581.99358,61999
1598400000000,2020-08-26 00:00:00,MKR/USDT,638.79,656.65,629.53,641.51,30735.462,19704849.89057,61944
1598313600000,2020-08-25 00:00:00,MKR/USDT,677.55,678.85,611.39,638.79,31264.687,20395814.23989,66409
1598227200000,2020-08-24 00:00:00,MKR/USDT,638.82,695.62,635.88,677.46,31240.290,20738636.91536,73694
1598140800000,2020-08-23 00:00:00,MKR/USDT,642.72,650.26,623.01,638.82,19412.151,12307993.50747,31289
1598054400000,2020-08-22 00:00:00,MKR/USDT,604.10,650.48,594.12,642.78,28256.596,17682633.71719,58908
1597968000000,2020-08-21 00:00:00,MKR/USDT,661.52,673.10,600.00,603.99,24184.265,15631477.55796,48502
1597881600000,2020-08-20 00:00:00,MKR/USDT,649.50,698.87,647.58,661.38,21916.186,14664935.27145,36403
1597795200000,2020-08-19 00:00:00,MKR/USDT,675.09,684.87,627.25,649.58,24880.499,16190509.75909,52357
1597708800000,2020-08-18 00:00:00,MKR/USDT,686.49,696.53,647.17,675.20,22692.920,15235179.50472,42896
1597622400000,2020-08-17 00:00:00,MKR/USDT,696.83,764.94,676.88,686.98,28175.323,19790862.61392,45693
1597536000000,2020-08-16 00:00:00,MKR/USDT,695.80,709.56,684.84,696.92,66440.855,46357013.67043,75265
1597449600000,2020-08-15 00:00:00,MKR/USDT,729.96,735.46,681.16,695.72,72758.197,51263393.25781,87103
1597363200000,2020-08-14 00:00:00,MKR/USDT,790.80,817.20,715.86,729.98,76142.820,56566479.61052,97340
1597276800000,2020-08-13 00:00:00,MKR/USDT,830.00,870.45,702.53,790.43,93606.846,72246939.39080,95548
