,date,open,high,low,close,target,naive_pred
1,2018-06-13 00:00:00,14.7,14.9731,12.813,13.8499,1.0,1.0
2,2018-06-14 00:00:00,13.8003,14.3409,13.15,14.0624,0.0,1.0
3,2018-06-15 00:00:00,14.0662,14.0748,13.5555,13.82,1.0,0.0
4,2018-06-16 00:00:00,13.82,14.88,13.7599,14.44,0.0,1.0
5,2018-06-17 00:00:00,14.4291,14.6432,14.0727,14.2399,1.0,0.0
6,2018-06-18 00:00:00,14.2399,15.62,13.971,15.0902,1.0,1.0
7,2018-06-19 00:00:00,15.1096,15.9448,15.0,15.6025,1.0,0.0
8,2018-06-20 00:00:00,15.6025,17.451,14.715,17.35,1.0,0.0
9,2018-06-21 00:00:00,17.32,17.86,16.5037,17.5826,0.0,0.0
10,2018-06-22 00:00:00,17.5826,17.6825,14.11,14.48,1.0,0.0
11,2018-06-23 00:00:00,14.4848,15.1213,14.13,14.753,1.0,1.0
12,2018-06-24 00:00:00,14.7693,15.4514,13.0182,14.792,1.0,0.0
13,2018-06-25 00:00:00,14.7802,16.0999,14.4705,15.85,0.0,0.0
14,2018-06-26 00:00:00,15.85,15.999,14.7,14.8447,1.0,0.0
15,2018-06-27 00:00:00,14.8203,15.6399,14.18,15.4501,0.0,1.0
16,2018-06-28 00:00:00,15.4512,15.6699,14.3731,14.5421,1.0,0.0
17,2018-06-29 00:00:00,14.5309,15.55,14.21,15.2534,1.0,1.0
18,2018-06-30 00:00:00,15.2546,16.8529,15.2101,16.1571,0.0,0.0
19,2018-07-01 00:00:00,16.165,16.45,15.54,16.0358,1.0,0.0
20,2018-07-02 00:00:00,16.0017,17.04,15.6,16.6514,0.0,1.0
21,2018-07-03 00:00:00,16.6613,17.1671,16.022,16.1401,1.0,0.0
22,2018-07-04 00:00:00,16.1896,17.495,16.0254,16.8426,1.0,1.0
23,2018-07-05 00:00:00,16.8599,17.4345,16.66,17.4,1.0,0.0
24,2018-07-06 00:00:00,17.405,18.4678,16.8048,18.327,1.0,0.0
25,2018-07-07 00:00:00,18.34,18.7901,17.4158,18.6621,0.0,0.0
26,2018-07-08 00:00:00,18.6505,18.98,18.1207,18.3447,0.0,0.0
27,2018-07-09 00:00:00,18.2921,18.75,18.0995,18.1567,0.0,1.0
28,2018-07-10 00:00:00,18.1766,18.2498,16.02,16.05,1.0,1.0
29,2018-07-11 00:00:00,16.0791,16.7214,15.6504,16.44,0.0,1.0
30,2018-07-12 00:00:00,16.4511,16.4512,15.67,16.3326,0.0,0.0
31,2018-07-13 00:00:00,16.3651,16.85,16.056,16.27,1.0,1.0
32,2018-07-14 00:00:00,16.243,16.7434,16.0622,16.3634,1.0,1.0
33,2018-07-15 00:00:00,16.3665,16.92,16.2507,16.6365,1.0,0.0
34,2018-07-16 00:00:00,16.6366,17.5396,16.5247,17.384,1.0,0.0
35,2018-07-17 00:00:00,17.3301,18.3,16.8803,17.92,0.0,0.0
36,2018-07-18 00:00:00,17.9032,18.4396,17.04,17.3411,1.0,0.0
37,2018-07-19 00:00:00,17.3288,17.9556,17.0364,17.3844,0.0,1.0
38,2018-07-20 00:00:00,17.3935,17.65,15.73,16.1008,1.0,0.0
39,2018-07-21 00:00:00,16.1009,16.7019,15.7701,16.3356,0.0,1.0
40,2018-07-22 00:00:00,16.3106,16.5658,16.0,16.1449,0.0,0.0
41,2018-07-23 00:00:00,16.15,16.76,15.85,16.0477,1.0,1.0
42,2018-07-24 00:00:00,16.0476,16.8299,15.72,16.5948,0.0,1.0
43,2018-07-25 00:00:00,16.5752,16.9085,16.12,16.5352,1.0,0.0
44,2018-07-26 00:00:00,16.5405,17.4679,16.294,16.66,1.0,1.0
45,2018-07-27 00:00:00,16.6599,17.23,16.31,17.0736,0.0,0.0
46,2018-07-28 00:00:00,17.0844,17.4,16.6028,17.0143,0.0,0.0
47,2018-07-29 00:00:00,17.0143,17.15,16.683,16.8879,1.0,1.0
48,2018-07-30 00:00:00,16.8955,17.4,16.6001,17.118,0.0,1.0
49,2018-07-31 00:00:00,17.1354,17.1625,15.8135,16.185,0.0,0.0
50,2018-08-01 00:00:00,16.18,16.32,14.9442,15.4773,0.0,1.0
51,2018-08-02 00:00:00,15.4731,15.6,14.5313,14.9281,1.0,1.0
52,2018-08-03 00:00:00,14.914,17.65,14.1206,16.5698,0.0,1.0
53,2018-08-04 00:00:00,16.5698,16.9553,15.83,16.4573,1.0,0.0
54,2018-08-05 00:00:00,16.4572,17.85,16.21,17.687,1.0,1.0
55,2018-08-06 00:00:00,17.6869,18.7899,17.1273,18.7005,0.0,0.0
56,2018-08-07 00:00:00,18.7005,20.8016,16.66,17.3,0.0,0.0
57,2018-08-08 00:00:00,17.3001,17.3001,14.51,15.1413,0.0,1.0
58,2018-08-09 00:00:00,15.1499,15.4707,14.2981,15.0176,0.0,1.0
59,2018-08-10 00:00:00,15.0176,15.33,14.03,14.2569,0.0,1.0
60,2018-08-11 00:00:00,14.2567,14.2871,12.4003,13.1436,0.0,1.0
61,2018-08-12 00:00:00,13.1985,13.6342,12.8,13.1844,0.0,1.0
62,2018-08-13 00:00:00,13.1891,13.45,11.8508,11.9,0.0,1.0
63,2018-08-14 00:00:00,11.9,11.9687,10.0881,11.77,1.0,1.0
64,2018-08-15 00:00:00,11.77,13.75,11.5842,13.2459,1.0,1.0
65,2018-08-16 00:00:00,13.2001,14.95,12.8287,13.8966,1.0,0.0
66,2018-08-17 00:00:00,13.8966,14.587,12.81,14.4524,0.0,0.0
67,2018-08-18 00:00:00,14.4653,14.5772,12.5158,13.1793,1.0,0.0
68,2018-08-19 00:00:00,13.1566,13.7826,12.817,13.3035,0.0,1.0
69,2018-08-20 00:00:00,13.3036,13.5427,12.1785,12.3703,1.0,0.0
70,2018-08-21 00:00:00,12.3931,12.87,12.2026,12.732,0.0,1.0
71,2018-08-22 00:00:00,12.7472,13.47,11.8379,12.1713,1.0,0.0
72,2018-08-23 00:00:00,12.1884,12.6373,12.099,12.4789,1.0,1.0
73,2018-08-24 00:00:00,12.4824,12.6,12.25,12.5709,0.0,0.0
74,2018-08-25 00:00:00,12.5447,12.8,12.3499,12.505,0.0,0.0
75,2018-08-26 00:00:00,12.5125,12.671,12.03,12.4457,1.0,1.0
76,2018-08-27 00:00:00,12.4404,12.7401,12.267,12.7227,1.0,1.0
77,2018-08-28 00:00:00,12.7002,13.3997,12.6049,13.1837,0.0,0.0
78,2018-08-29 00:00:00,13.1803,13.2952,12.7609,12.996,0.0,0.0
79,2018-08-30 00:00:00,12.996,13.0768,12.4268,12.848,0.0,1.0
80,2018-08-31 00:00:00,12.844,14.2,12.3184,12.7411,1.0,1.0
81,2018-09-01 00:00:00,12.7398,13.4059,12.7259,13.1736,1.0,1.0
82,2018-09-02 00:00:00,13.1793,13.4566,12.9722,13.4031,1.0,0.0
83,2018-09-03 00:00:00,13.4032,14.5652,13.4031,14.0611,0.0,0.0
84,2018-09-04 00:00:00,14.0611,14.28,13.6973,13.9819,0.0,0.0
85,2018-09-05 00:00:00,13.9895,14.0812,11.7069,11.7599,1.0,1.0
86,2018-09-06 00:00:00,11.7761,12.0758,11.1133,11.9851,0.0,1.0
87,2018-09-07 00:00:00,11.986,12.2512,11.4,11.5867,0.0,0.0
88,2018-09-08 00:00:00,11.5642,11.8513,10.6667,10.9721,1.0,1.0
89,2018-09-09 00:00:00,10.9591,11.6474,10.8409,11.21,1.0,1.0
90,2018-09-10 00:00:00,11.2134,11.4999,10.9223,11.3064,0.0,0.0
91,2018-09-11 00:00:00,11.3065,11.51,10.8412,11.2605,0.0,0.0
92,2018-09-12 00:00:00,11.2675,11.3149,10.14,10.7222,1.0,1.0
93,2018-09-13 00:00:00,10.7223,11.3223,10.685,11.1085,0.0,1.0
94,2018-09-14 00:00:00,11.0791,11.3875,10.8548,10.9416,1.0,0.0
95,2018-09-15 00:00:00,10.9517,11.5799,10.91,11.28,0.0,1.0
96,2018-09-16 00:00:00,11.2713,11.3094,10.9201,11.2048,0.0,0.0
97,2018-09-17 00:00:00,11.2048,11.3175,10.0328,10.28,1.0,1.0
98,2018-09-18 00:00:00,10.2847,10.8176,10.2191,10.5548,1.0,1.0
99,2018-09-19 00:00:00,10.5605,11.2379,10.2349,10.7821,1.0,0.0
100,2018-09-20 00:00:00,10.792,11.29,10.57,11.14,1.0,0.0
101,2018-09-21 00:00:00,11.1505,11.8007,11.01,11.7085,0.0,0.0
102,2018-09-22 00:00:00,11.6988,11.9,11.1751,11.4491,1.0,0.0
103,2018-09-23 00:00:00,11.4479,11.7914,11.3718,11.6,0.0,1.0
104,2018-09-24 00:00:00,11.6102,11.6236,10.9601,11.0405,1.0,0.0
105,2018-09-25 00:00:00,11.0449,11.35,10.3842,11.11,0.0,1.0
106,2018-09-26 00:00:00,11.11,11.3387,10.8172,10.9619,1.0,0.0
107,2018-09-27 00:00:00,10.974,11.5892,10.75,11.4479,0.0,1.0
108,2018-09-28 00:00:00,11.4498,11.6223,11.088,11.2481,1.0,0.0
109,2018-09-29 00:00:00,11.254,11.4781,10.9821,11.3992,0.0,1.0
110,2018-09-30 00:00:00,11.4101,11.4531,11.1351,11.3203,0.0,0.0
111,2018-10-01 00:00:00,11.3301,11.42,11.0502,11.2504,0.0,1.0
112,2018-10-02 00:00:00,11.2381,11.388,11.125,11.163,0.0,1.0
113,2018-10-03 00:00:00,11.1568,11.2249,10.848,11.141,0.0,1.0
114,2018-10-04 00:00:00,11.141,11.2465,11.0055,11.0936,1.0,1.0
115,2018-10-05 00:00:00,11.0961,11.22,10.9799,11.0963,0.0,1.0
116,2018-10-06 00:00:00,11.0901,11.1296,10.8516,10.9652,0.0,0.0
117,2018-10-07 00:00:00,10.9652,11.0502,10.6666,10.95,1.0,1.0
118,2018-10-08 00:00:00,10.9558,11.0916,10.8587,11.0077,0.0,1.0
119,2018-10-09 00:00:00,11.0094,11.0207,10.85,10.9509,0.0,0.0
120,2018-10-10 00:00:00,10.9508,10.9553,10.72,10.9023,0.0,1.0
121,2018-10-11 00:00:00,10.9023,10.9099,9.05,9.2017,1.0,1.0
122,2018-10-12 00:00:00,9.2151,9.7805,9.14,9.5181,1.0,1.0
123,2018-10-13 00:00:00,9.5205,9.6567,9.4689,9.5974,0.0,0.0
124,2018-10-14 00:00:00,9.6004,9.79,9.473,9.5081,1.0,0.0
125,2018-10-15 00:00:00,9.5149,11.08,9.3612,10.0182,0.0,1.0
126,2018-10-16 00:00:00,10.0362,10.1855,9.8975,9.989,1.0,0.0
127,2018-10-17 00:00:00,9.9818,10.338,9.86,10.1051,0.0,1.0
128,2018-10-18 00:00:00,10.1133,10.1502,9.7364,9.7965,0.0,0.0
129,2018-10-19 00:00:00,9.7965,9.8482,9.6732,9.75,1.0,1.0
130,2018-10-20 00:00:00,9.7507,9.9,9.7,9.82,0.0,1.0
131,2018-10-21 00:00:00,9.8219,9.9763,9.763,9.7639,1.0,0.0
132,2018-10-22 00:00:00,9.7638,10.448,9.7191,10.2037,0.0,1.0
133,2018-10-23 00:00:00,10.2037,10.3625,9.8233,9.9226,0.0,0.0
134,2018-10-24 00:00:00,9.9226,10.0527,9.8262,9.8365,0.0,1.0
135,2018-10-25 00:00:00,9.8366,9.8728,9.6301,9.776,0.0,1.0
136,2018-10-26 00:00:00,9.7708,9.8732,9.65,9.754,0.0,1.0
137,2018-10-27 00:00:00,9.754,9.7817,9.6438,9.6867,0.0,1.0
138,2018-10-28 00:00:00,9.6865,9.7322,9.578,9.6286,0.0,1.0
139,2018-10-29 00:00:00,9.6357,9.7364,8.9596,9.1034,0.0,1.0
140,2018-10-30 00:00:00,9.1083,9.2325,8.9396,9.0239,1.0,1.0
141,2018-10-31 00:00:00,9.0184,9.1535,8.7787,9.0855,1.0,1.0
142,2018-11-01 00:00:00,9.0859,9.1199,9.0015,9.107,1.0,0.0
143,2018-11-02 00:00:00,9.1107,9.2542,9.053,9.209,0.0,0.0
144,2018-11-03 00:00:00,9.201,9.2164,9.0317,9.154,1.0,0.0
145,2018-11-04 00:00:00,9.1542,9.6695,9.1236,9.5696,0.0,1.0
146,2018-11-05 00:00:00,9.5614,9.5664,9.3401,9.4899,1.0,0.0
147,2018-11-06 00:00:00,9.4854,10.0564,9.4282,10.0255,0.0,1.0
148,2018-11-07 00:00:00,10.024,10.0366,9.6183,9.7302,0.0,0.0
149,2018-11-08 00:00:00,9.7306,9.7613,9.4672,9.5167,1.0,1.0
150,2018-11-09 00:00:00,9.5116,9.6891,9.4535,9.5498,0.0,1.0
151,2018-11-10 00:00:00,9.5414,9.63,9.5041,9.519,0.0,0.0
152,2018-11-11 00:00:00,9.52,9.5253,9.0,9.3041,0.0,1.0
153,2018-11-12 00:00:00,9.2874,9.3811,9.2056,9.2608,0.0,1.0
154,2018-11-13 00:00:00,9.2608,9.305,9.11,9.1848,0.0,1.0
155,2018-11-14 00:00:00,9.1848,9.4519,7.0726,8.2012,0.0,1.0
156,2018-11-15 00:00:00,8.2007,8.2095,7.2001,7.8927,0.0,1.0
157,2018-11-16 00:00:00,7.893,7.9468,7.4871,7.5637,0.0,1.0
158,2018-11-17 00:00:00,7.5716,7.5938,7.4089,7.4797,1.0,1.0
159,2018-11-18 00:00:00,7.4797,7.721,7.4233,7.5234,0.0,1.0
160,2018-11-19 00:00:00,7.5254,7.5254,6.1252,6.2797,0.0,0.0
161,2018-11-20 00:00:00,6.2675,6.5323,5.1604,5.65,1.0,1.0
162,2018-11-21 00:00:00,5.643,6.017,5.4096,5.8304,0.0,1.0
163,2018-11-22 00:00:00,5.8382,5.8956,5.2536,5.2988,0.0,0.0
164,2018-11-23 00:00:00,5.3027,5.4367,5.0228,5.2632,0.0,1.0
165,2018-11-24 00:00:00,5.2697,5.4369,4.517,4.855,0.0,1.0
166,2018-11-25 00:00:00,4.855,4.9845,4.2925,4.8493,0.0,1.0
167,2018-11-26 00:00:00,4.8571,4.9678,4.2547,4.4013,1.0,1.0
168,2018-11-27 00:00:00,4.3877,4.75,4.2311,4.5871,1.0,1.0
169,2018-11-28 00:00:00,4.5952,5.1262,4.5801,5.0011,0.0,0.0
170,2018-11-29 00:00:00,5.0009,5.0992,4.7813,4.9318,0.0,0.0
171,2018-11-30 00:00:00,4.9385,5.0315,4.5085,4.6277,1.0,1.0
172,2018-12-01 00:00:00,4.6371,4.9757,4.4861,4.8396,1.0,1.0
173,2018-12-02 00:00:00,4.8355,5.3691,4.8207,5.1879,0.0,0.0
174,2018-12-03 00:00:00,5.1977,5.2296,4.5,4.5162,0.0,0.0
175,2018-12-04 00:00:00,4.5162,4.7842,4.3469,4.4169,0.0,1.0
176,2018-12-05 00:00:00,4.4175,4.4865,4.0114,4.0393,0.0,1.0
177,2018-12-06 00:00:00,4.0404,4.2257,3.4292,3.5229,1.0,1.0
178,2018-12-07 00:00:00,3.5228,4.0093,3.2638,3.8285,0.0,1.0
179,2018-12-08 00:00:00,3.828,4.0191,3.5126,3.7962,1.0,0.0
180,2018-12-09 00:00:00,3.7924,4.2505,3.7665,3.9069,0.0,1.0
